last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Vazquez, Felipe,553878,2019,2,2,.000,.141,-.141,.000,.143,-.143,.000,.130,-.130
Price, David,456034,2019,2,1,.500,.086,.414,.500,.086,.414,.435,.078,.357
Santana, Dennis,642701,2019,2,2,.500,.478,.022,.500,.529,-.029,.435,.430,.005
Zimmermann, Jordan,519455,2019,2,0,.000,,,.000,,,.000,.000,.000
Lynn, Lance,458681,2019,2,0,.000,,,.000,,,.000,.000,.000
Kikuchi, Yusei,579328,2019,2,1,.000,,,.000,,,.000,.000,.000
Nicasio, Juan,504379,2019,2,1,.000,.159,-.159,.000,.172,-.172,.000,.143,-.143
Floro, Dylan,571670,2019,2,1,.000,.026,-.026,.000,.025,-.025,.000,.024,-.024
Wieck, Brad,623364,2019,2,1,.000,.029,-.029,.000,.027,-.027,.000,.026,-.026
Morton, Charlie,450203,2019,2,0,.000,,,.000,,,.000,.000,.000
Escobar, Luis,650813,2019,2,1,.000,.158,-.158,.000,.171,-.171,.000,.145,-.145
Walding, Mitch,605520,2019,2,0,.000,,,.000,,,.000,.000,.000
Clevinger, Mike,605182,2019,2,1,.000,.026,-.026,.000,.025,-.025,.000,.024,-.024
Suarez, Jose,660761,2019,2,1,.000,.034,-.034,.000,.038,-.038,.000,.033,-.033
Sobotka, Chad,656977,2019,2,0,.000,,,.000,,,.000,.000,.000
Junis, Jakob,596001,2019,2,2,.000,.127,-.127,.000,.146,-.146,.000,.121,-.121
Barrera, Tres,668663,2019,2,2,.000,.106,-.106,.000,.111,-.111,.000,.095,-.095
Milone, Tommy,543548,2019,2,1,.000,.102,-.102,.000,.104,-.104,.000,.096,-.096
Bundy, Dylan,605164,2019,2,0,.000,,,.000,,,.000,.000,.000
Glasnow, Tyler,607192,2019,2,1,.000,,,.000,,,.000,.000,.000
Sanchez, Aaron,592717,2019,2,2,.000,.302,-.302,.000,.419,-.419,.000,.306,-.306
Chirinos, Yonny,630023,2019,2,0,.000,,,.000,,,.000,.000,.000
Romano, Sal,607219,2019,2,1,.000,.070,-.070,.000,.070,-.070,.000,.063,-.063
Jackson, Jay,543351,2019,2,0,.000,,,.000,,,.000,.000,.000
Plutko, Adam,592644,2019,2,1,.000,.054,-.054,.000,.049,-.049,.000,.048,-.048
Lopez, Jorge,605347,2019,2,2,.000,.650,-.650,.000,.670,-.670,.000,.585,-.585
Detwiler, Ross,446321,2019,2,1,.000,.124,-.124,.000,.141,-.141,.000,.113,-.113
Verlander, Justin,434378,2019,2,1,.000,.021,-.021,.000,.023,-.023,.000,.019,-.019
Ramirez, Yefry,606162,2019,2,2,.000,.178,-.178,.000,.215,-.215,.000,.171,-.171
Pena, Felix,570240,2019,2,2,.000,.071,-.071,.000,.059,-.059,.000,.064,-.064
Canning, Griffin,656288,2019,2,1,.000,.055,-.055,.000,.062,-.062,.000,.050,-.050
Sandoval, Patrick,663776,2019,2,0,.000,,,.000,,,.000,.000,.000
Cishek, Steve,518553,2019,2,2,.000,.165,-.165,.000,.151,-.151,.000,.148,-.148
Garcia, Yimi,554340,2019,2,1,.000,.026,-.026,.000,.025,-.025,.000,.024,-.024
Swanson, Erik,657024,2019,2,1,.000,,,.000,,,.000,.000,.000
Covey, Dylan,592229,2019,2,1,.000,.028,-.028,.000,.032,-.032,.000,.026,-.026
Boyd, Matthew,571510,2019,2,1,.500,.235,.265,.500,.265,.235,.435,.213,.222
Kuhnel, Joel,669270,2019,1,1,.000,.060,-.060,.000,.069,-.069,.000,.054,-.054
Chargois, JT,608638,2019,1,0,.000,,,.000,,,.000,.000,.000
Hammer, JD,670456,2019,1,1,.000,.120,-.120,.000,.116,-.116,.000,.108,-.108
Kluber, Corey,446372,2019,1,0,.000,,,.000,,,.000,.000,.000
Walden, Marcus,519393,2019,1,0,.000,,,.000,,,.000,.000,.000
Elias, Roenis,606273,2019,1,1,.000,.050,-.050,.000,.052,-.052,.000,.045,-.045
Davis, Rookie,606959,2019,1,1,.000,.080,-.080,.000,.089,-.089,.000,.078,-.078
Brebbia, John,605154,2019,1,1,1.000,.952,.048,1.000,1.025,-.025,.870,.863,.007
Stephenson, Robert,596112,2019,1,0,.000,,,.000,,,.000,.000,.000
Payano, Pedro,622797,2019,1,0,.000,,,.000,,,.000,.000,.000
Reyes, Gerardo,622103,2019,1,0,.000,,,.000,,,.000,.000,.000
Diaz, Miguel,622766,2019,1,0,.000,,,.000,,,.000,.000,.000
Kinley, Tyler,641755,2019,1,0,.000,,,.000,,,.000,.000,.000
Suero, Wander,593833,2019,1,0,.000,,,.000,,,.000,.000,.000
Lyons, Tyler,544928,2019,1,1,.000,.036,-.036,.000,.036,-.036,.000,.032,-.032
Bowman, Matt,621199,2019,1,1,.000,.345,-.345,.000,.356,-.356,.000,.310,-.310
De Los Santos, Enyel,660853,2019,1,0,.000,,,.000,,,.000,.000,.000
Anderson, Tanner,664196,2019,1,0,.000,,,.000,,,.000,.000,.000
Green, Chad,643338,2019,1,0,.000,,,.000,,,.000,.000,.000
Webb, Jacob,657097,2019,1,0,.000,,,.000,,,.000,.000,.000
Tanaka, Masahiro,547888,2019,1,1,.000,.060,-.060,.000,.060,-.060,.000,.054,-.054
Rosario, Randy,600968,2019,1,1,.000,.108,-.108,.000,.119,-.119,.000,.100,-.100
Quijada, Jose,650671,2019,1,0,.000,,,.000,,,.000,.000,.000
Blach, Ty,621389,2019,1,0,.000,,,.000,,,.000,.000,.000
Williams, Devin,642207,2019,1,0,.000,,,.000,,,.000,.000,.000
Conley, Adam,543045,2019,1,1,.000,.142,-.142,.000,.165,-.165,.000,.128,-.128
Jurado, Ariel,642558,2019,1,0,.000,,,.000,,,.000,.000,.000
Underwood Jr., Duane,621249,2019,1,0,.000,,,.000,,,.000,.000,.000
Cordero, Jimmy,622772,2019,1,1,,,,,,,,,
Mella, Keury,622492,2019,1,0,.000,,,.000,,,.000,.000,.000
Dunn, Justin,643290,2019,1,0,.000,,,.000,,,.000,.000,.000
Plesac, Zach,668676,2019,1,1,,,,,,,,,
Garcia, Rico,670329,2019,1,0,.000,,,.000,,,.000,.000,.000
Wisler, Matt,605538,2019,1,1,.000,.163,-.163,.000,.163,-.163,.000,.147,-.147
Bradley, Archie,605151,2019,1,0,.000,,,.000,,,.000,.000,.000
Sewald, Paul,623149,2019,1,1,.000,.320,-.320,.000,.342,-.342,.000,.288,-.288
Walker, Jeremy,668683,2019,1,1,.000,.065,-.065,.000,.072,-.072,.000,.057,-.057
Petit, Yusmeiro,433589,2019,1,1,.000,.202,-.202,.000,.226,-.226,.000,.216,-.216
Pruitt, Austin,643493,2019,1,0,.000,,,.000,,,.000,.000,.000
Anderson, Drew,623454,2019,1,0,.000,,,.000,,,.000,.000,.000
Reed, Cody,642003,2019,1,0,.000,,,.000,,,.000,.000,.000
Shreve, Chasen,592741,2019,1,0,,,,,,,.690,.690,.000
Mayers, Mike,594577,2019,1,0,.000,,,.000,,,.000,.000,.000
Brigham, Jeff,656257,2019,1,0,.000,,,.000,,,.000,.000,.000
Garcia, Jarlin,606424,2019,1,0,.000,,,.000,,,.000,.000,.000
Jansen, Kenley,445276,2019,1,0,.000,,,.000,,,.000,.000,.000
Hudson, Joe,621529,2019,1,0,.000,,,.000,,,.000,.000,.000
Norwood, James,656803,2019,1,1,.000,.365,-.365,.000,.419,-.419,.000,.337,-.337
Allen, Cody,592102,2019,1,0,.000,,,.000,,,.000,.000,.000
Cozens, Dylan,622226,2019,1,1,.000,.038,-.038,.000,.041,-.041,.000,.034,-.034
Gustave, Jandel,594311,2019,1,0,.000,,,.000,,,.000,.000,.000
Martinez, Carlos,593372,2019,1,0,.000,,,.000,,,.000,.000,.000
Johnson, Brian,598271,2019,1,0,.000,,,.000,,,.000,.000,.000
Rainey, Tanner,663432,2019,1,0,.000,,,.000,,,.000,.000,.000
Ramirez, Nick,598286,2019,1,0,.000,,,.000,,,.000,.000,.000
Brantly, Rob,542963,2019,1,0,.000,,,.000,,,.000,.000,.000
Williams, Taylor,592865,2019,1,0,.000,,,.000,,,.000,.000,.000
Alaniz, R.J.,595798,2019,1,1,1.000,.905,.095,1.000,1.018,-.018,.870,.835,.035
Cessa, Luis,570666,2019,1,0,.000,,,.000,,,.000,.000,.000
Barnes, Matt,598264,2019,1,0,.000,,,.000,,,.000,.000,.000
Castillo, Diego,650895,2019,1,0,.000,,,.000,,,.000,.000,.000
Zeuch, T.J.,643615,2019,1,0,.000,,,.000,,,.000,.000,.000
Gsellman, Robert,607229,2019,1,0,,,,,,,.690,.690,.000
Pagan, Emilio,641941,2019,1,0,.000,,,.000,,,.000,.000,.000
Reid-Foley, Sean,656887,2019,1,0,.000,,,.000,,,.000,.000,.000
Carle, Shane,641438,2019,1,0,.000,,,.000,,,.000,.000,.000
Stammen, Craig,489334,2019,1,0,.000,,,.000,,,.000,.000,.000
Parker, Blake,453284,2019,1,0,.000,,,.000,,,.000,.000,.000
Wojciechowski, Asher,592879,2019,1,0,.000,,,.000,,,.000,.000,.000
Fulmer, Carson,608334,2019,1,1,.000,.392,-.392,.000,.406,-.406,.000,.353,-.353
Carasiti, Matt,571539,2019,1,1,.000,,,.000,,,.000,,
Lugo, Seth,607625,2019,1,1,1.000,.682,.318,1.000,.710,.290,.870,.614,.256
Luciano, Elvis,672773,2019,1,0,.000,,,.000,,,.000,.000,.000
Howard, Sam,607572,2019,1,0,.000,,,.000,,,.000,.000,.000
Winkler, Dan,595465,2019,1,1,,,,,,,,,
Oberg, Scott,623184,2019,1,0,.000,,,.000,,,.000,.000,.000
Gott, Trevor,641627,2019,1,1,.000,.590,-.590,.000,.747,-.747,.000,.561,-.561
Neris, Hector,593576,2019,1,0,.000,,,.000,,,.000,.000,.000
Osich, Josh,592612,2019,1,1,,,,,,,,,
Dominguez, Seranthony,622554,2019,1,0,.000,,,.000,,,.000,.000,.000
Drake, Oliver,543118,2019,1,1,1.000,.345,.655,1.000,.387,.613,.870,.314,.556
Smith, Burch,572143,2019,1,0,.000,,,.000,,,.000,.000,.000
Adams, Austin,613534,2019,1,0,.000,,,.000,,,.000,.000,.000
Velazquez, Hector,584171,2019,1,0,.000,,,.000,,,.000,.000,.000
Morejon, Adrian,670970,2019,1,0,.000,,,.000,,,.000,.000,.000
Jeffress, Jeremy,502026,2019,1,0,.000,,,.000,,,.000,.000,.000
